"","id","Letter","CorrAnswer","Stimulus","nback_run.thisRepN","nback_run.thisTrialN","nback_run.thisN","nback_run.thisIndex","fixcross.started","nback_trial.started","trial_resp.keys","trial_resp.corr","currentlevel","trial_resp.rt","Participant","date","expName","psychopyVersion","frameRate","X"
"77","C02N10_t1_nback.csv","X","right","Target",0,12,12,12,363.879389013236,365.879053775087,"right",1,1,0.36698921174775,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"78","C02N10_t1_nback.csv","X","right","Target",0,13,13,13,367.379856582233,369.379060030727,"right",1,1,0.434756400562037,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"79","C02N10_t1_nback.csv","R","left","Distractor",0,14,14,14,370.879256201184,372.880943940803,"left",1,1,0.532915413800765,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"80","C02N10_t1_nback.csv","T","left","Distractor",0,15,15,15,374.37970644687,376.381023660114,"left",1,1,0.360872158134953,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"81","C02N10_t1_nback.csv","V","left","Pretarget",0,16,16,16,377.878664962994,379.881075790448,"left",1,1,0.412921329390883,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"82","C02N10_t1_nback.csv","V","right","Target",0,17,17,17,381.378798897852,383.378783178552,"right",1,1,0.451131420732963,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"83","C02N10_t1_nback.csv","N","left","Distractor",0,18,18,18,384.878988652269,386.880807279127,"left",1,1,0.452955822028343,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"84","C02N10_t1_nback.csv","B","left","Distractor",0,19,19,19,388.378640100835,390.378926256269,"left",1,1,0.379490226284361,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"85","C02N10_t1_nback.csv","V","left","Lure",0,20,20,20,391.878823760012,393.88091699343,"left",1,1,0.413074031169344,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"86","C02N10_t1_nback.csv","P","left","Distractor",0,21,21,21,395.379269193667,397.380935439549,"left",1,1,0.401010911440608,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"87","C02N10_t1_nback.csv","K","left","Pretarget",0,22,22,22,398.879516371651,400.881103058623,"left",1,1,0.404659714030458,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"88","C02N10_t1_nback.csv","K","right","Target",0,23,23,23,402.378709714881,404.37882969485,"right",1,1,0.506989474804868,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"89","C02N10_t1_nback.csv","J","left","Pretarget",0,24,24,24,405.87902618611,407.88079220143,"left",1,1,0.316957885426746,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"90","C02N10_t1_nback.csv","J","right","Target",0,25,25,25,409.37863785522,411.378495098305,"right",1,1,0.515502598977946,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"91","C02N10_t1_nback.csv","H","left","Distractor",0,26,26,26,412.879609083446,414.881010026027,"left",1,1,0.436751789354275,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"92","C02N10_t1_nback.csv","J","left","Lure",0,27,27,27,416.379190597163,418.380699008433,"left",1,1,0.40929883256922,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"93","C02N10_t1_nback.csv","V","left","Distractor",0,28,28,28,419.878839479313,421.880818828001,"left",1,1,0.717023393206546,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"94","C02N10_t1_nback.csv","Z","left","Pretarget",0,29,29,29,423.378802747477,425.379753604772,"left",1,1,0.57853346623051,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"95","C02N10_t1_nback.csv","Z","right","Target",0,30,30,30,426.878794567025,428.879078156043,"right",1,1,0.534838301326999,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"96","C02N10_t1_nback.csv","T","left","Distractor",0,31,31,31,430.379766757656,432.381028472145,"left",1,1,0.377329303631086,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"97","C02N10_t1_nback.csv","Z","left","Lure",0,32,32,32,433.878588612104,435.878950476824,"left",1,1,0.447057555417814,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"98","C02N10_t1_nback.csv","F","left","Distractor",0,33,33,33,437.379281704947,439.381033604977,"left",1,1,0.432806886465187,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"99","C02N10_t1_nback.csv","Y","left","Pretarget",0,34,34,34,440.878599840176,442.879802206284,"left",1,1,0.421990082724733,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"100","C02N10_t1_nback.csv","Y","right","Target",0,35,35,35,444.378703619642,446.379042707415,"right",1,1,0.458818158807844,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"101","C02N10_t1_nback.csv","Y","right","Target",0,36,36,36,447.879654316536,449.879057624711,"right",1,1,0.414928587858412,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"102","C02N10_t1_nback.csv","W","left","Distractor",0,37,37,37,451.379064842758,453.379152100916,"left",1,1,0.40270987913118,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"103","C02N10_t1_nback.csv","Q","left","Distractor",0,38,38,38,454.878689985554,456.879023940495,"left",1,1,0.406759042687554,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"104","C02N10_t1_nback.csv","P","left","Pretarget",0,39,39,39,458.378787990582,460.380825725245,"left",1,1,0.425023266168864,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"105","C02N10_t1_nback.csv","P","right","Target",0,40,40,40,461.878755429174,463.879027148516,"right",1,1,0.414970292125872,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"106","C02N10_t1_nback.csv","J","left","Distractor",0,41,41,41,465.37943344432,467.381047399466,"left",1,1,0.352729881139567,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"107","C02N10_t1_nback.csv","P","left","Lure",0,42,42,42,468.878660792567,470.880993665121,"left",1,1,0.388817866877616,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"108","C02N10_t1_nback.csv","L","left","Distractor",0,43,43,43,472.378746286316,474.380494978325,"left",1,1,0.393295621982361,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"109","C02N10_t1_nback.csv","Z","left","Distractor",0,44,44,44,475.878838196104,477.880371950736,"left",1,1,0.381385845636032,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"110","C02N10_t1_nback.csv","F","left","Pretarget",0,45,45,45,479.379628812772,481.380543419436,"left",1,1,0.369216219623922,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"111","C02N10_t1_nback.csv","F","right","Target",0,46,46,46,482.878839479313,484.878830817657,"right",1,1,0.438988421291469,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"112","C02N10_t1_nback.csv","G","left","Pretarget",0,47,47,47,486.378878456762,488.379810386737,"left",1,1,0.362136439039205,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"113","C02N10_t1_nback.csv","G","right","Target",0,48,48,48,489.878844612145,491.878785905369,"right",1,1,0.47937836260644,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"114","C02N10_t1_nback.csv","V","left","Distractor",0,49,49,49,493.378779008125,495.397646339472,"left",1,1,0.368299367346481,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"115","C02N10_t1_nback.csv","G","left","Lure",0,50,50,50,496.8796174243,498.880772953307,"left",1,1,0.373034084897881,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"116","C02N10_t1_nback.csv","Q","left","Pretarget",0,51,51,51,500.378730246212,502.380879940793,"left",1,1,0.504966497036548,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"117","C02N10_t1_nback.csv","Q","right","Target",0,52,52,52,503.878777564516,505.878849103375,"right",1,1,0.399098931183289,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"118","C02N10_t1_nback.csv","Y","left","Distractor",0,53,53,53,507.378762005615,509.379949935631,"left",1,1,0.401905628375971,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"119","C02N10_t1_nback.csv","V","left","Distractor",0,54,54,54,510.878748371529,512.880989173893,"left",1,1,0.404855082482754,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"120","C02N10_t1_nback.csv","B","left","Distractor",0,55,55,55,514.379713825318,516.379717033338,"left",1,1,0.346217278591212,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"121","C02N10_t1_nback.csv","J","left","Pretarget",0,56,56,56,517.87876890286,519.87974382031,"left",1,1,0.334126249083056,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
"122","C02N10_t1_nback.csv","J","right","Target",0,57,57,57,521.378810446727,523.3788062763,"right",1,1,0.483186603819377,"C02N10","2021_Oct_01_1339","t1_Paradigm","2021.1.4",60.0129567845193,NA
