"","id","time...1","b1.Rsp","b1.CRsp","b1.RT","time...5","b2.Rsp","b2.CRsp","b2.RT","time...9","b3.Rsp","b3.CRsp","b3.RT","time...13","b4.Rsp","b4.CRsp","b4.RT","time...17","b5.Rsp","b5.CRsp","b5.RT","time...21","b6.Rsp","b6.CRsp","b6.RT"
"349","005.csv","2019_5_28_14_46_22.472",1,0,319,"2019_5_28_14_53_36.44",1,1,350,"2019_5_28_15_0_53.66",0,0,0,"2019_5_28_15_8_8.512",0,0,0,"2019_5_28_15_15_29.2",1,1,350,"2019_5_28_15_22_40.501",1,0,177
"350","005.csv","2019_5_28_14_46_25.506",1,0,317,"2019_5_28_14_53_39.491",1,1,363,"2019_5_28_15_0_56.694",0,0,0,"2019_5_28_15_8_11.547",0,0,0,"2019_5_28_15_15_32.251",0,0,0,"2019_5_28_15_22_43.552",1,0,134
"351","005.csv","2019_5_28_14_46_28.54",1,0,258,"2019_5_28_14_53_42.542",1,1,344,"2019_5_28_15_0_59.729",0,0,0,"2019_5_28_15_8_14.581",0,0,0,"2019_5_28_15_15_35.285",0,0,0,"2019_5_28_15_22_46.603",1,0,219
"352","005.csv","2019_5_28_14_46_31.575",1,0,240,"2019_5_28_14_53_45.593",0,0,0,"2019_5_28_15_1_2.763",1,1,460,"2019_5_28_15_8_17.615",0,0,0,"2019_5_28_15_15_38.319",0,0,0,"2019_5_28_15_22_49.654",1,0,112
"353","005.csv","2019_5_28_14_46_34.609",1,0,254,"2019_5_28_14_53_48.628",1,1,323,"2019_5_28_15_1_5.814",0,0,0,"2019_5_28_15_8_20.649",1,1,357,"2019_5_28_15_15_41.354",1,1,356,"2019_5_28_15_22_52.705",1,0,149
"354","005.csv","2019_5_28_14_46_37.643",1,0,244,"2019_5_28_14_53_51.678",0,0,0,"2019_5_28_15_1_8.848",0,0,0,"2019_5_28_15_8_23.7",1,1,417,"2019_5_28_15_15_44.404",1,1,417,"2019_5_28_15_22_55.756",1,0,146
"355","005.csv","2019_5_28_14_46_40.678",1,1,249,"2019_5_28_14_53_54.713",0,0,0,"2019_5_28_15_1_11.882",1,1,420,"2019_5_28_15_8_26.751",0,0,0,"2019_5_28_15_15_47.455",0,0,0,"2019_5_28_15_22_58.807",1,1,79
"356","005.csv","2019_5_28_14_46_43.712",1,1,119,"2019_5_28_14_53_57.747",0,0,0,"2019_5_28_15_1_14.933",0,0,0,"2019_5_28_15_8_29.786",0,0,0,"2019_5_28_15_15_50.49",1,1,460,"2019_5_28_15_23_1.858",1,0,156
"357","005.csv","2019_5_28_14_46_46.746",1,0,237,"2019_5_28_14_54_0.781",0,0,0,"2019_5_28_15_1_17.967",0,0,0,"2019_5_28_15_8_32.82",0,0,0,"2019_5_28_15_15_53.541",0,0,0,"2019_5_28_15_23_4.908",1,1,193
"358","005.csv","2019_5_28_14_46_49.78",1,0,235,"2019_5_28_14_54_3.816",0,0,0,"2019_5_28_15_1_21.002",0,0,0,"2019_5_28_15_8_35.854",0,0,0,"2019_5_28_15_15_56.575",0,0,0,"2019_5_28_15_23_7.959",1,0,254
"359","005.csv","2019_5_28_14_46_52.815",1,0,240,"2019_5_28_14_54_6.85",1,1,421,"2019_5_28_15_1_24.036",0,0,0,"2019_5_28_15_8_38.888",0,0,0,"2019_5_28_15_15_59.609",0,0,0,"2019_5_28_15_23_11.01",1,0,227
"360","005.csv","2019_5_28_14_46_55.849",1,0,110,"2019_5_28_14_54_9.901",0,0,0,"2019_5_28_15_1_27.071",0,0,0,"2019_5_28_15_8_41.923",1,1,363,"2019_5_28_15_16_2.643",0,0,0,"2019_5_28_15_23_14.061",1,1,112
"361","005.csv","2019_5_28_14_46_58.883",1,0,276,"2019_5_28_14_54_12.935",1,1,319,"2019_5_28_15_1_30.105",0,0,0,"2019_5_28_15_8_44.974",0,0,0,"2019_5_28_15_16_5.677",0,0,0,"2019_5_28_15_23_17.112",1,1,141
"362","005.csv","2019_5_28_14_47_1.917",1,1,298,"2019_5_28_14_54_15.986",0,0,0,"2019_5_28_15_1_33.139",0,0,0,"2019_5_28_15_8_48.008",0,0,0,"2019_5_28_15_16_8.712",0,0,0,"2019_5_28_15_23_20.163",1,0,178
"363","005.csv","2019_5_28_14_47_4.952",1,0,287,"2019_5_28_14_54_19.02",0,0,0,"2019_5_28_15_1_36.173",0,0,0,"2019_5_28_15_8_51.042",0,0,0,"2019_5_28_15_16_11.746",0,0,0,"2019_5_28_15_23_23.214",1,0,215
"364","005.csv","2019_5_28_14_47_7.986",1,0,261,"2019_5_28_14_54_22.055",0,0,0,"2019_5_28_15_1_39.208",1,1,567,"2019_5_28_15_8_54.076",1,1,362,"2019_5_28_15_16_14.781",0,0,0,"2019_5_28_15_23_26.265",1,0,341
"365","005.csv","2019_5_28_14_47_11.02",1,0,275,"2019_5_28_14_54_25.089",1,1,902,"2019_5_28_15_1_42.259",0,0,0,"2019_5_28_15_8_57.128",0,0,0,"2019_5_28_15_16_17.815",1,1,367,"2019_5_28_15_23_29.316",1,0,193
"366","005.csv","2019_5_28_14_47_14.055",1,1,312,"2019_5_28_14_54_28.14",0,0,0,"2019_5_28_15_1_45.293",0,0,0,"2019_5_28_15_9_0.162",0,0,0,"2019_5_28_15_16_20.866",0,0,0,"2019_5_28_15_23_32.367",1,0,207
"367","005.csv","2019_5_28_14_47_17.089",1,1,302,"2019_5_28_14_54_31.174",1,1,529,"2019_5_28_15_1_48.327",1,1,591,"2019_5_28_15_9_3.196",0,0,0,"2019_5_28_15_16_23.9",0,0,0,"2019_5_28_15_23_35.418",1,0,212
"368","005.csv","2019_5_28_14_47_20.123",1,0,300,"2019_5_28_14_54_34.225",0,0,0,"2019_5_28_15_1_51.378",0,0,0,"2019_5_28_15_9_6.23",0,0,0,"2019_5_28_15_16_26.934",0,0,0,"2019_5_28_15_23_38.469",1,1,161
"369","005.csv","2019_5_28_14_47_23.157",1,0,297,"2019_5_28_14_54_37.259",1,1,363,"2019_5_28_15_1_54.412",0,0,0,"2019_5_28_15_9_9.265",1,1,366,"2019_5_28_15_16_29.969",0,0,0,"2019_5_28_15_23_41.52",1,0,93
"370","005.csv","2019_5_28_14_47_26.192",1,0,279,"2019_5_28_14_54_40.31",0,0,0,"2019_5_28_15_1_57.447",0,0,0,"2019_5_28_15_9_12.316",1,1,331,"2019_5_28_15_16_33.003",0,0,0,"2019_5_28_15_23_44.571",1,0,243
"371","005.csv","2019_5_28_14_47_29.226",1,0,277,"2019_5_28_14_54_43.345",0,0,0,"2019_5_28_15_2_0.481",0,0,0,"2019_5_28_15_9_15.367",1,1,344,"2019_5_28_15_16_36.037",0,0,0,"2019_5_28_15_23_47.622",1,0,232
"372","005.csv","2019_5_28_14_47_32.26",1,1,259,"2019_5_28_14_54_46.379",1,1,348,"2019_5_28_15_2_3.515",1,1,475,"2019_5_28_15_9_18.417",0,0,0,"2019_5_28_15_16_39.072",0,0,0,"2019_5_28_15_23_50.673",1,0,237
"373","005.csv","2019_5_28_14_47_35.295",1,0,200,"2019_5_28_14_54_49.43",1,1,313,"2019_5_28_15_2_6.549",1,1,537,"2019_5_28_15_9_21.452",0,0,0,"2019_5_28_15_16_42.106",1,1,412,"2019_5_28_15_23_53.724",1,0,218
"374","005.csv","2019_5_28_14_47_38.329",1,1,158,"2019_5_28_14_54_52.481",0,0,0,"2019_5_28_15_2_9.6",1,1,686,"2019_5_28_15_9_24.486",0,0,0,"2019_5_28_15_16_45.157",0,0,0,"2019_5_28_15_23_56.775",1,1,207
"375","005.csv","2019_5_28_14_47_41.363",1,0,268,"2019_5_28_14_54_55.515",1,1,332,"2019_5_28_15_2_12.651",1,1,595,"2019_5_28_15_9_27.52",1,1,326,"2019_5_28_15_16_48.191",1,1,431,"2019_5_28_15_23_59.826",1,0,244
"376","005.csv","2019_5_28_14_47_44.397",1,1,202,"2019_5_28_14_54_58.566",0,0,0,"2019_5_28_15_2_15.702",0,0,0,"2019_5_28_15_9_30.571",0,0,0,"2019_5_28_15_16_51.242",1,1,756,"2019_5_28_15_24_2.877",1,0,169
"377","005.csv","2019_5_28_14_47_47.432",1,0,255,"2019_5_28_14_55_1.6",1,1,430,"2019_5_28_15_2_18.737",1,1,542,"2019_5_28_15_9_33.606",0,0,0,"2019_5_28_15_16_54.293",0,0,0,"2019_5_28_15_24_5.928",1,0,214
"378","005.csv","2019_5_28_14_47_50.483",1,0,244,"2019_5_28_14_55_4.651",0,0,0,"2019_5_28_15_2_21.788",0,0,0,"2019_5_28_15_9_36.64",0,0,0,"2019_5_28_15_16_57.327",1,1,647,"2019_5_28_15_24_8.978",1,1,155
"379","005.csv","2019_5_28_14_47_53.517",1,1,282,"2019_5_28_14_55_7.686",1,1,313,"2019_5_28_15_2_24.822",1,1,433,"2019_5_28_15_9_39.674",0,0,0,"2019_5_28_15_17_0.378",1,1,363,"2019_5_28_15_24_12.029",1,0,216
"380","005.csv","2019_5_28_14_47_56.551",1,0,272,"2019_5_28_14_55_10.737",0,0,0,"2019_5_28_15_2_27.873",0,0,0,"2019_5_28_15_9_42.708",0,0,0,"2019_5_28_15_17_3.412",0,0,0,"2019_5_28_15_24_15.08",1,0,277
"381","005.csv","2019_5_28_14_47_59.586",1,0,77,"2019_5_28_14_55_13.771",0,0,0,"2019_5_28_15_2_30.907",1,1,603,"2019_5_28_15_9_45.743",1,1,335,"2019_5_28_15_17_6.447",0,0,0,"2019_5_28_15_24_18.131",1,0,250
"382","005.csv","2019_5_28_14_48_2.62",1,0,227,"2019_5_28_14_55_16.805",1,1,338,"2019_5_28_15_2_33.941",0,0,0,"2019_5_28_15_9_48.794",1,1,277,"2019_5_28_15_17_9.481",0,0,0,"2019_5_28_15_24_21.182",1,0,231
"383","005.csv","2019_5_28_14_48_5.654",1,0,265,"2019_5_28_14_55_19.856",0,0,0,"2019_5_28_15_2_36.976",0,0,0,"2019_5_28_15_9_51.844",0,0,0,"2019_5_28_15_17_12.515",0,0,0,"2019_5_28_15_24_24.233",1,0,236
"384","005.csv","2019_5_28_14_48_8.688",1,1,102,"2019_5_28_14_55_22.89",0,0,0,"2019_5_28_15_2_40.01",0,0,0,"2019_5_28_15_9_54.879",0,0,0,"2019_5_28_15_17_15.55",0,0,0,"2019_5_28_15_24_27.284",1,0,81
"385","005.csv","2019_5_28_14_48_11.723",1,0,212,"2019_5_28_14_55_25.925",0,0,0,"2019_5_28_15_2_43.044",0,0,0,"2019_5_28_15_9_57.913",0,0,0,"2019_5_28_15_17_18.584",0,0,0,"2019_5_28_15_24_30.335",1,0,255
"386","005.csv","2019_5_28_14_48_14.757",1,1,242,"2019_5_28_14_55_28.959",0,0,0,"2019_5_28_15_2_46.078",0,0,0,"2019_5_28_15_10_0.947",1,1,395,"2019_5_28_15_17_21.618",0,0,0,"2019_5_28_15_24_33.369",1,0,188
"387","005.csv","2019_5_28_14_48_17.791",1,0,272,"2019_5_28_14_55_31.993",0,0,0,"2019_5_28_15_2_49.113",0,0,0,"2019_5_28_15_10_3.998",1,1,448,"2019_5_28_15_17_24.652",0,0,0,"2019_5_28_15_24_36.404",1,0,266
"388","005.csv","2019_5_28_14_48_20.842",1,0,245,"2019_5_28_14_55_35.027",0,0,0,"2019_5_28_15_2_52.147",0,0,0,"2019_5_28_15_10_7.049",0,0,0,"2019_5_28_15_17_27.687",0,0,0,"2019_5_28_15_24_39.438",1,0,199
"389","005.csv","2019_5_28_14_48_23.876",1,0,235,"2019_5_28_14_55_38.062",0,0,0,"2019_5_28_15_2_55.181",0,0,0,"2019_5_28_15_10_10.084",0,0,0,"2019_5_28_15_17_30.721",0,0,0,"2019_5_28_15_24_42.489",1,1,229
"390","005.csv","2019_5_28_14_48_26.911",1,0,280,"2019_5_28_14_55_41.096",0,0,0,"2019_5_28_15_2_58.216",0,0,0,"2019_5_28_15_10_13.118",0,0,0,"2019_5_28_15_17_33.755",0,0,0,"2019_5_28_15_24_45.54",1,1,281
"391","005.csv","2019_5_28_14_48_29.944",1,0,430,"2019_5_28_14_55_44.13",0,0,0,"2019_5_28_15_3_1.25",0,0,0,"2019_5_28_15_10_16.152",1,1,366,"2019_5_28_15_17_36.79",0,0,0,"2019_5_28_15_24_48.591",1,0,247
"392","005.csv","2019_5_28_14_48_32.979",1,0,188,"2019_5_28_14_55_47.165",1,1,386,"2019_5_28_15_3_4.284",1,1,394,"2019_5_28_15_10_19.203",0,0,0,"2019_5_28_15_17_39.824",0,0,0,"2019_5_28_15_24_51.642",1,0,228
"393","005.csv","2019_5_28_14_48_36.013",1,1,281,"2019_5_28_14_55_50.215",0,0,0,"2019_5_28_15_3_7.335",0,0,0,"2019_5_28_15_10_22.237",0,0,0,"2019_5_28_15_17_42.858",0,0,0,"2019_5_28_15_24_54.693",1,0,249
"394","005.csv","2019_5_28_14_48_39.048",1,1,319,"2019_5_28_14_55_53.25",0,0,0,"2019_5_28_15_3_10.369",1,1,477,"2019_5_28_15_10_25.272",1,1,334,"2019_5_28_15_17_45.892",1,1,465,"2019_5_28_15_24_57.744",1,1,158
"395","005.csv","2019_5_28_14_48_42.082",1,1,269,"2019_5_28_14_55_56.284",1,1,371,"2019_5_28_15_3_13.404",0,0,0,"2019_5_28_15_10_28.323",1,1,364,"2019_5_28_15_17_48.943",0,0,0,"2019_5_28_15_25_0.795",1,1,259
"396","005.csv","2019_5_28_14_48_45.116",1,0,259,"2019_5_28_14_55_59.335",1,1,359,"2019_5_28_15_3_16.438",1,1,408,"2019_5_28_15_10_31.374",0,0,0,"2019_5_28_15_17_51.978",0,0,0,"2019_5_28_15_25_3.845",1,0,264
"397","005.csv","2019_5_28_14_48_48.151",1,0,216,"2019_5_28_14_56_2.386",0,0,0,"2019_5_28_15_3_19.489",0,0,0,"2019_5_28_15_10_34.408",1,1,358,"2019_5_28_15_17_55.012",1,1,410,"2019_5_28_15_25_6.897",1,1,269
"398","005.csv","2019_5_28_14_48_51.185",1,1,254,"2019_5_28_14_56_5.42",0,0,0,"2019_5_28_15_3_22.523",1,1,395,"2019_5_28_15_10_37.459",0,0,0,"2019_5_28_15_17_58.063",0,0,0,"2019_5_28_15_25_9.947",1,0,210
"399","005.csv","2019_5_28_14_48_54.219",1,0,260,"2019_5_28_14_56_8.455",0,0,0,"2019_5_28_15_3_25.574",0,0,0,"2019_5_28_15_10_40.493",0,0,0,"2019_5_28_15_18_1.097",0,0,0,"2019_5_28_15_25_12.998",1,1,183
"400","005.csv","2019_5_28_14_48_57.253",1,0,305,"2019_5_28_14_56_11.489",0,0,0,"2019_5_28_15_3_28.608",0,0,0,"2019_5_28_15_10_43.527",0,0,0,"2019_5_28_15_18_4.131",0,0,0,"2019_5_28_15_25_16.049",1,0,148
"401","005.csv","2019_5_28_14_49_0.288",1,0,271,"2019_5_28_14_56_14.523",0,0,0,"2019_5_28_15_3_31.643",0,0,0,"2019_5_28_15_10_46.562",0,0,0,"2019_5_28_15_18_7.165",1,1,440,"2019_5_28_15_25_19.1",1,0,233
"402","005.csv","2019_5_28_14_49_3.322",1,1,221,"2019_5_28_14_56_17.557",0,0,0,"2019_5_28_15_3_34.677",0,0,0,"2019_5_28_15_10_49.596",0,0,0,"2019_5_28_15_18_10.217",0,0,0,"2019_5_28_15_25_22.151",1,1,174
"403","005.csv","2019_5_28_14_49_6.356",1,0,275,"2019_5_28_14_56_20.592",0,0,0,"2019_5_28_15_3_37.711",0,0,0,"2019_5_28_15_10_52.629",0,0,0,"2019_5_28_15_18_13.251",1,1,539,"2019_5_28_15_25_25.202",1,0,307
"404","005.csv","2019_5_28_14_38_53.932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","006.csv","2019_5_28_15_59_18.569",1,0,1682,"2019_5_28_16_6_42.324",0,0,0,"2019_5_28_16_14_15.765",0,0,0,"2019_5_28_16_21_58.159",0,0,0,"2019_5_28_16_29_15.946",0,0,0,"2019_5_28_16_36_27.013",1,0,812
"406","006.csv","2019_5_28_15_59_21.62",1,0,855,"2019_5_28_16_6_45.358",0,0,0,"2019_5_28_16_14_18.799",0,0,0,"2019_5_28_16_22_1.193",0,0,0,"2019_5_28_16_29_18.98",0,0,0,"2019_5_28_16_36_30.064",1,0,409
"407","006.csv","2019_5_28_15_59_24.654",1,1,901,"2019_5_28_16_6_48.392",1,1,786,"2019_5_28_16_14_21.834",0,0,0,"2019_5_28_16_22_4.228",0,0,0,"2019_5_28_16_29_22.014",0,0,0,"2019_5_28_16_36_33.115",1,1,422
"408","006.csv","2019_5_28_15_59_27.705",1,0,970,"2019_5_28_16_6_51.443",0,0,0,"2019_5_28_16_14_24.868",1,1,895,"2019_5_28_16_22_7.262",0,0,0,"2019_5_28_16_29_25.049",0,0,0,"2019_5_28_16_36_36.166",1,0,363
"409","006.csv","2019_5_28_15_59_30.757",1,0,622,"2019_5_28_16_6_54.477",0,0,0,"2019_5_28_16_14_27.919",0,0,0,"2019_5_28_16_22_10.296",0,0,0,"2019_5_28_16_29_28.083",0,0,0,"2019_5_28_16_36_39.217",1,0,424
"410","006.csv","2019_5_28_15_59_33.807",1,0,28,"2019_5_28_16_6_57.512",0,0,0,"2019_5_28_16_14_30.953",0,0,0,"2019_5_28_16_22_13.331",0,0,0,"2019_5_28_16_29_31.117",1,1,741,"2019_5_28_16_36_42.268",1,0,373
"411","006.csv","2019_5_28_15_59_36.858",1,0,473,"2019_5_28_16_7_0.546",1,1,817,"2019_5_28_16_14_33.987",0,0,0,"2019_5_28_16_22_16.365",1,1,733,"2019_5_28_16_29_34.168",0,0,0,"2019_5_28_16_36_45.319",1,0,362
"412","006.csv","2019_5_28_15_59_39.909",1,0,558,"2019_5_28_16_7_3.597",0,0,0,"2019_5_28_16_14_37.022",0,0,0,"2019_5_28_16_22_19.416",0,0,0,"2019_5_28_16_29_37.202",0,0,0,"2019_5_28_16_36_48.37",1,0,375
"413","006.csv","2019_5_28_15_59_42.96",1,0,819,"2019_5_28_16_7_6.631",1,1,860,"2019_5_28_16_14_40.056",0,0,0,"2019_5_28_16_22_22.45",0,0,0,"2019_5_28_16_29_40.237",0,0,0,"2019_5_28_16_36_51.421",1,0,533
"414","006.csv","2019_5_28_15_59_46.01",1,0,376,"2019_5_28_16_7_9.682",1,1,1120,"2019_5_28_16_14_43.09",0,0,0,"2019_5_28_16_22_25.484",0,0,0,"2019_5_28_16_29_43.271",0,0,0,"2019_5_28_16_36_54.472",1,1,442
"415","006.csv","2019_5_28_15_59_49.062",1,1,414,"2019_5_28_16_7_12.733",0,0,0,"2019_5_28_16_14_46.125",0,0,0,"2019_5_28_16_22_28.519",0,0,0,"2019_5_28_16_29_46.305",1,1,712,"2019_5_28_16_36_57.523",1,0,479
"416","006.csv","2019_5_28_15_59_52.112",1,1,370,"2019_5_28_16_7_15.767",0,0,0,"2019_5_28_16_14_49.159",0,0,0,"2019_5_28_16_22_31.553",1,1,1025,"2019_5_28_16_29_49.356",0,0,0,"2019_5_28_16_37_0.574",1,0,500
"417","006.csv","2019_5_28_15_59_55.163",1,0,520,"2019_5_28_16_7_18.802",0,0,0,"2019_5_28_16_14_52.193",0,0,0,"2019_5_28_16_22_34.604",0,0,0,"2019_5_28_16_29_52.39",0,0,0,"2019_5_28_16_37_3.625",1,0,337
"418","006.csv","2019_5_28_15_59_58.214",1,0,413,"2019_5_28_16_7_21.836",0,0,0,"2019_5_28_16_14_55.227",0,0,0,"2019_5_28_16_22_37.638",0,0,0,"2019_5_28_16_29_55.425",0,0,0,"2019_5_28_16_37_6.676",1,0,374
"419","006.csv","2019_5_28_16_0_1.265",1,0,361,"2019_5_28_16_7_24.87",0,0,0,"2019_5_28_16_14_58.262",0,0,0,"2019_5_28_16_22_40.672",0,0,0,"2019_5_28_16_29_58.459",1,1,671,"2019_5_28_16_37_9.727",1,1,331
"420","006.csv","2019_5_28_16_0_4.316",1,0,367,"2019_5_28_16_7_27.905",0,0,0,"2019_5_28_16_15_1.296",1,1,771,"2019_5_28_16_22_43.707",0,0,0,"2019_5_28_16_30_1.51",1,1,1116,"2019_5_28_16_37_12.778",1,0,360
"421","006.csv","2019_5_28_16_0_7.367",1,0,364,"2019_5_28_16_7_30.939",0,0,0,"2019_5_28_16_15_4.347",0,0,0,"2019_5_28_16_22_46.741",0,0,0,"2019_5_28_16_30_4.561",0,0,0,"2019_5_28_16_37_15.829",1,0,373
"422","006.csv","2019_5_28_16_0_10.418",1,0,385,"2019_5_28_16_7_33.973",1,1,774,"2019_5_28_16_15_7.381",0,0,0,"2019_5_28_16_22_49.775",0,0,0,"2019_5_28_16_30_7.595",0,0,0,"2019_5_28_16_37_18.88",1,1,370
"423","006.csv","2019_5_28_16_0_13.469",1,0,366,"2019_5_28_16_7_37.024",0,0,0,"2019_5_28_16_15_10.415",0,0,0,"2019_5_28_16_22_52.81",0,0,0,"2019_5_28_16_30_10.629",0,0,0,"2019_5_28_16_37_21.931",1,0,303
"424","006.csv","2019_5_28_16_0_16.52",1,1,339,"2019_5_28_16_7_40.058",0,0,0,"2019_5_28_16_15_13.45",0,0,0,"2019_5_28_16_22_55.844",1,1,670,"2019_5_28_16_30_13.664",0,0,0,"2019_5_28_16_37_24.981",1,0,468
"425","006.csv","2019_5_28_16_0_19.571",1,0,328,"2019_5_28_16_7_43.093",0,0,0,"2019_5_28_16_15_16.484",0,0,0,"2019_5_28_16_22_58.895",1,1,875,"2019_5_28_16_30_16.698",0,0,0,"2019_5_28_16_37_28.032",1,0,385
"426","006.csv","2019_5_28_16_0_22.622",1,1,333,"2019_5_28_16_7_46.127",1,1,684,"2019_5_28_16_15_19.518",1,1,1228,"2019_5_28_16_23_1.946",0,0,0,"2019_5_28_16_30_19.732",0,0,0,"2019_5_28_16_37_31.084",1,1,598
"427","006.csv","2019_5_28_16_0_25.673",1,0,330,"2019_5_28_16_7_49.178",0,0,0,"2019_5_28_16_15_22.569",1,1,1073,"2019_5_28_16_23_4.98",0,0,0,"2019_5_28_16_30_22.767",0,0,0,"2019_5_28_16_37_34.134",1,1,435
"428","006.csv","2019_5_28_16_0_28.724",1,1,303,"2019_5_28_16_7_52.212",0,0,0,"2019_5_28_16_15_25.62",1,1,1086,"2019_5_28_16_23_8.014",0,0,0,"2019_5_28_16_30_25.801",1,1,641,"2019_5_28_16_37_37.185",1,0,512
"429","006.csv","2019_5_28_16_0_31.775",1,0,292,"2019_5_28_16_7_55.246",0,0,0,"2019_5_28_16_15_28.671",1,1,619,"2019_5_28_16_23_11.049",1,1,721,"2019_5_28_16_30_28.852",1,1,734,"2019_5_28_16_37_40.236",1,0,397
"430","006.csv","2019_5_28_16_0_34.826",1,1,337,"2019_5_28_16_7_58.281",1,1,794,"2019_5_28_16_15_31.722",0,0,0,"2019_5_28_16_23_14.1",1,1,815,"2019_5_28_16_30_31.886",0,0,0,"2019_5_28_16_37_43.287",1,0,410
"431","006.csv","2019_5_28_16_0_37.877",1,0,390,"2019_5_28_16_8_1.332",0,0,0,"2019_5_28_16_15_34.756",0,0,0,"2019_5_28_16_23_17.15",0,0,0,"2019_5_28_16_30_34.92",0,0,0,"2019_5_28_16_37_46.338",1,0,487
"432","006.csv","2019_5_28_16_0_40.928",1,0,331,"2019_5_28_16_8_4.366",0,0,0,"2019_5_28_16_15_37.791",1,1,732,"2019_5_28_16_23_20.185",1,1,689,"2019_5_28_16_30_37.955",0,0,0,"2019_5_28_16_37_49.389",1,1,436
"433","006.csv","2019_5_28_16_0_43.979",1,0,280,"2019_5_28_16_8_7.4",0,0,0,"2019_5_28_16_15_40.842",0,0,0,"2019_5_28_16_23_23.236",0,0,0,"2019_5_28_16_30_40.989",0,0,0,"2019_5_28_16_37_52.44",1,1,457
"434","006.csv","2019_5_28_16_0_47.03",1,1,317,"2019_5_28_16_8_10.434",0,0,0,"2019_5_28_16_15_43.876",0,0,0,"2019_5_28_16_23_26.27",1,1,884,"2019_5_28_16_30_44.023",1,1,898,"2019_5_28_16_37_55.491",1,0,383
"435","006.csv","2019_5_28_16_0_50.081",1,0,338,"2019_5_28_16_8_13.469",0,0,0,"2019_5_28_16_15_46.91",0,0,0,"2019_5_28_16_23_29.321",0,0,0,"2019_5_28_16_30_47.074",0,0,0,"2019_5_28_16_37_58.542",1,0,476
"436","006.csv","2019_5_28_16_0_53.131",1,0,415,"2019_5_28_16_8_16.503",1,1,691,"2019_5_28_16_15_49.944",1,1,706,"2019_5_28_16_23_32.355",0,0,0,"2019_5_28_16_30_50.108",0,0,0,"2019_5_28_16_38_1.593",1,0,417
"437","006.csv","2019_5_28_16_0_56.182",1,0,357,"2019_5_28_16_8_19.554",1,1,953,"2019_5_28_16_15_52.995",0,0,0,"2019_5_28_16_23_35.39",1,1,596,"2019_5_28_16_30_53.143",0,0,0,"2019_5_28_16_38_4.644",1,0,413
"438","006.csv","2019_5_28_16_0_59.234",1,0,321,"2019_5_28_16_8_22.605",1,1,933,"2019_5_28_16_15_56.03",0,0,0,"2019_5_28_16_23_38.44",0,0,0,"2019_5_28_16_30_56.177",0,0,0,"2019_5_28_16_38_7.695",1,0,323
"439","006.csv","2019_5_28_16_1_2.284",1,0,351,"2019_5_28_16_8_25.656",0,0,0,"2019_5_28_16_15_59.064",0,0,0,"2019_5_28_16_23_41.475",0,0,0,"2019_5_28_16_30_59.211",0,0,0,"2019_5_28_16_38_10.746",1,0,384
"440","006.csv","2019_5_28_16_1_5.335",1,0,323,"2019_5_28_16_8_28.69",1,1,728,"2019_5_28_16_16_2.098",0,0,0,"2019_5_28_16_23_44.509",0,0,0,"2019_5_28_16_31_2.246",1,1,748,"2019_5_28_16_38_13.797",1,0,525
"441","006.csv","2019_5_28_16_1_8.386",1,0,304,"2019_5_28_16_8_31.741",0,0,0,"2019_5_28_16_16_5.132",0,0,0,"2019_5_28_16_23_47.543",1,1,659,"2019_5_28_16_31_5.296",0,0,0,"2019_5_28_16_38_16.848",1,0,474
"442","006.csv","2019_5_28_16_1_11.437",1,0,294,"2019_5_28_16_8_34.775",0,0,0,"2019_5_28_16_16_8.167",1,1,1044,"2019_5_28_16_23_50.594",1,1,648,"2019_5_28_16_31_8.331",1,1,959,"2019_5_28_16_38_19.899",1,0,399
"443","006.csv","2019_5_28_16_1_14.488",1,0,323,"2019_5_28_16_8_37.81",1,1,681,"2019_5_28_16_16_11.218",0,0,0,"2019_5_28_16_23_53.645",0,0,0,"2019_5_28_16_31_11.382",0,0,0,"2019_5_28_16_38_22.95",1,1,476
"444","006.csv","2019_5_28_16_1_17.539",1,0,312,"2019_5_28_16_8_40.861",1,1,990,"2019_5_28_16_16_14.252",0,0,0,"2019_5_28_16_23_56.679",0,0,0,"2019_5_28_16_31_14.416",0,0,0,"2019_5_28_16_38_26.001",1,0,425
"445","006.csv","2019_5_28_16_1_20.59",1,0,397,"2019_5_28_16_8_43.912",0,0,0,"2019_5_28_16_16_17.286",1,1,948,"2019_5_28_16_23_59.714",0,0,0,"2019_5_28_16_31_17.45",0,0,0,"2019_5_28_16_38_29.051",1,0,494
"446","006.csv","2019_5_28_16_1_23.641",1,1,450,"2019_5_28_16_8_46.946",0,0,0,"2019_5_28_16_16_20.337",0,0,0,"2019_5_28_16_24_2.748",0,0,0,"2019_5_28_16_31_20.485",0,0,0,"2019_5_28_16_38_32.102",1,0,435
"447","006.csv","2019_5_28_16_1_26.692",1,0,391,"2019_5_28_16_8_49.98",0,0,0,"2019_5_28_16_16_23.372",0,0,0,"2019_5_28_16_24_5.782",0,0,0,"2019_5_28_16_31_23.519",1,1,931,"2019_5_28_16_38_35.153",1,0,464
