Sub,Session,Procedure[Trial],,Condition,CueCued[SubTrial],CueUncued[SubTrial],Match[SubTrial],Name[SubTrial],Stimulus[SubTrial],Type trial,Stimulus.ACC,Stimulus..CRESP,Stimulus.RESP,Stimulus.RT
9,1,Block4,10,Cued,2,0,NONMATCH,t1,W,control,1,3,3,676
9,1,Block4,11,Cued,4,0,NONMATCH,v1,R,control,1,3,3,875
9,1,Block4,12,Cued,0,0,NONMATCH,t2,W,2back,1,3,3,608
9,1,Block4,13,Cued,4,0,NONMATCH,v1,A,control,1,3,3,1092
9,1,Block4,14,Cued,0,0,NONMATCH,0,S,control,1,3,3,1441
9,1,Block4,15,Cued,0,0,NONMATCH,v2,R,4back,1,3,3,2177
9,1,Block4,16,Cued,0,0,NONMATCH,d1,O,control,1,3,3,1626
9,1,Block4,17,Cued,0,0,NONMATCH,v2,A,4back,1,3,3,1112
9,1,Block4,18,Cued,4,0,NONMATCH,v1,C,control,1,3,3,2567
9,1,Block4,19,Cued,0,0,MATCH,d2,O,3back,1,4,4,518
9,1,Block4,20,Cued,0,0,NONMATCH,0,P,control,1,3,3,955
9,1,Block4,21,Cued,2,0,NONMATCH,t1,E,control,1,3,3,785
9,1,Block4,22,Cued,0,0,NONMATCH,v2,C,4back,0,3,4,573
9,1,Block4,23,Cued,0,0,NONMATCH,t2,E,2back,0,3,4,1932
9,1,Block4,24,Cued,0,0,NONMATCH,d1,J,control,1,3,3,897
9,1,Block4,25,Cued,0,0,NONMATCH,0,G,control,1,3,3,2709
9,1,Block4,26,Cued,2,0,NONMATCH,t1,Y,control,1,3,3,785
9,1,Block4,27,Cued,0,0,MATCH,d2,J,3back,1,4,4,819
9,1,Block4,28,Cued,0,0,NONMATCH,t2,Y,2back,0,3,4,1223
9,1,Block4,29,Cued,0,0,NONMATCH,d1,U,control,1,3,3,753
9,1,Block4,30,Cued,0,0,NONMATCH,0,T,control,1,3,3,1194
9,1,Block4,31,Cued,0,0,NONMATCH,0,D,control,1,3,3,2261
9,1,Block4,32,Cued,0,0,MATCH,d2,U,3back,0,4,3,1302
10,1,Block1,1,Uncued,4,0,NONMATCH,v1,M,control,1,3,3,395
10,1,Block1,2,Uncued,2,0,NONMATCH,t1,J,control,1,3,3,243
10,1,Block1,3,Uncued,0,0,NONMATCH,0,Z,control,1,3,3,253
10,1,Block1,4,Uncued,0,0,NONMATCH,t2,J,2back,1,3,3,368
10,1,Block1,5,Uncued,0,0,NONMATCH,v2,M,4back,1,3,3,445
10,1,Block1,6,Uncued,2,0,NONMATCH,t1,P,control,1,3,3,373
10,1,Block1,7,Uncued,2,0,NONMATCH,t1,C,control,1,3,3,279
10,1,Block1,8,Uncued,0,0,NONMATCH,t2,P,2back,0,3,4,523
10,1,Block1,9,Uncued,0,0,NONMATCH,t2,C,2back,1,3,3,316
10,1,Block1,10,Uncued,0,0,NONMATCH,d1,H,control,1,3,3,529
10,1,Block1,11,Uncued,0,0,NONMATCH,0,S,control,1,3,3,319
10,1,Block1,12,Uncued,0,0,NONMATCH,d1,Y,control,1,3,3,417
10,1,Block1,13,Uncued,0,0,MATCH,d2,H,3back,1,4,4,454
10,1,Block1,14,Uncued,0,0,NONMATCH,0,W,control,1,3,3,254
10,1,Block1,15,Uncued,0,0,MATCH,d2,Y,3back,0,4,3,294
10,1,Block1,16,Uncued,2,0,NONMATCH,t1,O,control,1,3,3,413
10,1,Block1,17,Uncued,4,0,NONMATCH,v1,A,control,1,3,3,425
10,1,Block1,18,Uncued,0,0,NONMATCH,t2,O,2back,0,3,4,427
10,1,Block1,19,Uncued,0,0,NONMATCH,0,K,control,1,3,3,259
10,1,Block1,20,Uncued,4,0,NONMATCH,v1,U,control,1,3,3,287
10,1,Block1,21,Uncued,0,0,NONMATCH,v2,A,4back,0,3,4,309
10,1,Block1,22,Uncued,0,0,NONMATCH,0,L,control,1,3,3,204
10,1,Block1,23,Uncued,0,0,NONMATCH,d1,B,control,1,3,3,282
10,1,Block1,24,Uncued,0,0,NONMATCH,v2,U,4back,1,3,3,369
10,1,Block1,25,Uncued,0,0,NONMATCH,0,D,control,1,3,3,468
10,1,Block1,26,Uncued,0,0,MATCH,d2,B,3back,1,4,4,389
10,1,Block1,27,Uncued,0,0,NONMATCH,d1,T,control,1,3,3,299
10,1,Block1,28,Uncued,4,0,NONMATCH,v1,E,control,1,3,3,328
10,1,Block1,29,Uncued,0,0,NONMATCH,0,R,control,1,3,3,782
10,1,Block1,30,Uncued,0,0,MATCH,d2,T,3back,1,4,4,852
10,1,Block1,31,Uncued,0,0,NONMATCH,0,G,control,1,3,3,356
10,1,Block1,32,Uncued,0,0,NONMATCH,v2,E,4back,1,3,3,418
10,1,Block2,1,Uncued,2,0,NONMATCH,t1,Z,control,1,3,3,345
10,1,Block2,2,Uncued,4,0,NONMATCH,v1,K,control,1,3,3,279
10,1,Block2,3,Uncued,0,0,NONMATCH,t2,Z,2back,1,3,3,265
10,1,Block2,4,Uncued,0,0,NONMATCH,0,A,control,1,3,3,434
10,1,Block2,5,Uncued,0,0,NONMATCH,d1,B,control,1,3,3,355
10,1,Block2,6,Uncued,0,0,NONMATCH,v2,K,4back,1,3,3,421
10,1,Block2,7,Uncued,2,0,NONMATCH,t1,L,control,1,3,3,737
10,1,Block2,8,Uncued,0,0,MATCH,d2,B,3back,1,4,4,693
10,1,Block2,9,Uncued,0,0,NONMATCH,t2,L,2back,1,3,3,246
10,1,Block2,10,Uncued,0,0,NONMATCH,d1,O,control,1,3,3,609
10,1,Block2,11,Uncued,0,0,NONMATCH,0,P,control,1,3,3,379
10,1,Block2,12,Uncued,0,0,NONMATCH,0,J,control,1,3,3,614
10,1,Block2,13,Uncued,0,0,MATCH,d2,O,3back,1,4,4,591
10,1,Block2,14,Uncued,0,0,NONMATCH,d1,T,control,1,3,3,478
10,1,Block2,15,Uncued,0,0,NONMATCH,0,D,control,1,3,3,557
10,1,Block2,16,Uncued,2,0,NONMATCH,t1,M,control,1,3,3,633
10,1,Block2,17,Uncued,0,0,MATCH,d2,T,3back,1,4,4,646
10,1,Block2,18,Uncued,0,0,NONMATCH,t2,M,2back,1,3,3,369
10,1,Block2,19,Uncued,4,0,NONMATCH,v1,E,control,1,3,3,854
10,1,Block2,20,Uncued,0,0,NONMATCH,0,W,control,1,3,3,490
10,1,Block2,21,Uncued,0,0,NONMATCH,d1,S,control,1,3,3,509
10,1,Block2,22,Uncued,0,0,NONMATCH,0,C,control,1,3,3,464
10,1,Block2,23,Uncued,0,0,NONMATCH,v2,E,4back,1,3,3,815
10,1,Block2,24,Uncued,0,0,MATCH,d2,S,3back,0,4,3,606
10,1,Block2,25,Uncued,2,0,NONMATCH,t1,H,control,1,3,3,698
10,1,Block2,26,Uncued,4,0,NONMATCH,v1,G,control,1,3,3,460
10,1,Block2,27,Uncued,0,0,NONMATCH,t2,H,2back,0,3,4,653
10,1,Block2,28,Uncued,4,0,NONMATCH,v1,R,control,1,3,3,402
10,1,Block2,29,Uncued,0,0,NONMATCH,0,Y,control,1,3,3,774
10,1,Block2,30,Uncued,0,0,NONMATCH,0,U,control,0,3,4,657
10,1,Block2,31,Uncued,0,0,NONMATCH,v2,G,4back,1,3,3,736
10,1,Block2,32,Uncued,0,0,NONMATCH,v2,R,4back,1,3,3,1145
10,1,Block3,1,Cued,4,0,NONMATCH,v1,J,control,1,3,3,1035
10,1,Block3,2,Cued,0,0,NONMATCH,0,B,control,1,3,3,519
10,1,Block3,3,Cued,0,0,NONMATCH,d1,A,control,1,3,3,514
10,1,Block3,4,Cued,0,0,NONMATCH,0,P,control,1,3,3,519
10,1,Block3,5,Cued,0,0,NONMATCH,v2,J,4back,1,3,3,501
10,1,Block3,6,Cued,0,0,MATCH,d2,A,3back,0,4,3,632
10,1,Block3,7,Cued,2,0,NONMATCH,t1,H,control,1,3,3,1213
10,1,Block3,8,Cued,4,0,NONMATCH,v1,S,control,1,3,3,905
10,1,Block3,9,Cued,0,0,NONMATCH,t2,H,2back,1,3,3,1150
10,1,Block3,10,Cued,0,0,NONMATCH,0,K,control,1,3,3,753
10,1,Block3,11,Cued,0,0,NONMATCH,d1,L,control,1,3,3,588
10,1,Block3,12,Cued,0,0,NONMATCH,v2,S,4back,1,3,3,968
10,1,Block3,13,Cued,0,0,NONMATCH,0,Y,control,1,3,3,710
10,1,Block3,14,Cued,0,0,MATCH,d2,L,3back,1,4,4,527
10,1,Block3,15,Cued,0,0,NONMATCH,d1,Z,control,1,3,3,440
10,1,Block3,16,Cued,0,0,NONMATCH,0,O,control,1,3,3,587
10,1,Block3,17,Cued,2,0,NONMATCH,t1,R,control,1,3,3,610
10,1,Block3,18,Cued,0,0,MATCH,d2,Z,3back,1,4,4,694
10,1,Block3,19,Cued,0,0,NONMATCH,t2,R,2back,1,3,3,1238
10,1,Block3,20,Cued,4,0,NONMATCH,v1,G,control,1,3,3,848
10,1,Block3,21,Cued,0,0,NONMATCH,0,M,control,1,3,3,1011
10,1,Block3,22,Cued,0,0,NONMATCH,d1,C,control,1,3,3,758
10,1,Block3,23,Cued,0,0,NONMATCH,0,W,control,1,3,3,428
10,1,Block3,24,Cued,0,0,NONMATCH,v2,G,4back,0,3,4,767
10,1,Block3,25,Cued,0,0,MATCH,d2,C,3back,0,4,3,721
10,1,Block3,26,Cued,2,0,NONMATCH,t1,U,control,1,3,3,715
10,1,Block3,27,Cued,4,0,NONMATCH,v1,D,control,1,3,3,1040
10,1,Block3,28,Cued,0,0,NONMATCH,t2,U,2back,1,3,3,1477
10,1,Block3,29,Cued,0,0,NONMATCH,0,E,control,1,3,3,564
10,1,Block3,30,Cued,2,0,NONMATCH,t1,T,control,1,3,3,863
10,1,Block3,31,Cued,0,0,NONMATCH,v2,D,4back,1,3,3,646
10,1,Block3,32,Cued,0,0,NONMATCH,t2,T,2back,0,3,4,799
10,1,Block4,1,Cued,2,0,NONMATCH,t1,S,control,1,3,3,1096
10,1,Block4,2,Cued,0,0,NONMATCH,d1,B,control,1,3,3,518
10,1,Block4,3,Cued,0,0,NONMATCH,t2,S,2back,1,3,3,973
10,1,Block4,4,Cued,0,0,NONMATCH,0,Z,control,1,3,3,647
10,1,Block4,5,Cued,0,0,MATCH,d2,B,3back,0,4,3,683
10,1,Block4,6,Cued,4,0,NONMATCH,v1,C,control,1,3,3,1345
10,1,Block4,7,Cued,0,0,NONMATCH,0,A,control,1,3,3,891
10,1,Block4,8,Cued,0,0,NONMATCH,d1,G,control,1,3,3,769
10,1,Block4,9,Cued,0,0,NONMATCH,0,R,control,1,3,3,757
10,1,Block4,10,Cued,0,0,NONMATCH,v2,C,4back,1,3,3,797
10,1,Block4,11,Cued,0,0,MATCH,d2,G,3back,1,4,4,795
10,1,Block4,12,Cued,4,0,NONMATCH,v1,O,control,1,3,3,476
10,1,Block4,13,Cued,4,0,NONMATCH,v1,E,control,1,3,3,738
10,1,Block4,14,Cued,0,0,NONMATCH,0,L,control,1,3,3,1045
10,1,Block4,15,Cued,0,0,NONMATCH,0,H,control,1,3,3,769
10,1,Block4,16,Cued,0,0,NONMATCH,v2,O,4back,1,3,3,1377
10,1,Block4,17,Cued,0,0,NONMATCH,v2,E,4back,0,3,4,619
10,1,Block4,18,Cued,2,0,NONMATCH,t1,K,control,1,3,3,414
10,1,Block4,19,Cued,4,0,NONMATCH,v1,P,control,1,3,3,1019
10,1,Block4,20,Cued,0,0,NONMATCH,t2,K,2back,1,3,3,1473
10,1,Block4,21,Cued,0,0,NONMATCH,0,J,control,1,3,3,849
10,1,Block4,22,Cued,2,0,NONMATCH,t1,Y,control,1,3,3,870
10,1,Block4,23,Cued,0,0,NONMATCH,v2,P,4back,1,3,3,1513
10,1,Block4,24,Cued,0,0,NONMATCH,t2,Y,2back,1,3,3,887
10,1,Block4,25,Cued,0,0,NONMATCH,d1,U,control,1,3,3,860
10,1,Block4,26,Cued,0,0,NONMATCH,0,M,control,1,3,3,654
10,1,Block4,27,Cued,0,0,NONMATCH,d1,W,control,1,3,3,769
10,1,Block4,28,Cued,0,0,MATCH,d2,U,3back,1,4,4,754
10,1,Block4,29,Cued,2,0,NONMATCH,t1,T,control,1,3,3,423
10,1,Block4,30,Cued,0,0,MATCH,d2,W,3back,1,4,4,972
10,1,Block4,31,Cued,0,0,NONMATCH,t2,T,2back,1,3,3,330
10,1,Block4,32,Cued,0,0,NONMATCH,0,D,control,1,3,3,738
11,1,Block1,1,Uncued,2,0,NONMATCH,t1,C,control,0,4,3,728
11,1,Block1,2,Uncued,4,0,NONMATCH,v1,J,control,0,4,3,625
11,1,Block1,3,Uncued,0,0,NONMATCH,t2,C,2back,1,4,4,754
11,1,Block1,4,Uncued,0,0,NONMATCH,0,G,control,0,4,3,487
11,1,Block1,5,Uncued,2,0,NONMATCH,t1,K,control,1,4,4,457
11,1,Block1,6,Uncued,0,0,NONMATCH,v2,J,4back,1,4,4,886
11,1,Block1,7,Uncued,0,0,NONMATCH,t2,K,2back,0,4,3,960
11,1,Block1,8,Uncued,0,0,NONMATCH,d1,Z,control,1,4,4,1174
11,1,Block1,9,Uncued,0,0,NONMATCH,0,D,control,1,4,4,932
11,1,Block1,10,Uncued,0,0,NONMATCH,d1,Y,control,1,4,4,843
11,1,Block1,11,Uncued,0,0,MATCH,d2,Z,3back,1,3,3,1278
11,1,Block1,12,Uncued,0,0,NONMATCH,0,S,control,0,4,3,1399
11,1,Block1,13,Uncued,0,0,MATCH,d2,Y,3back,0,3,4,808
11,1,Block1,14,Uncued,4,0,NONMATCH,v1,P,control,1,4,4,726
11,1,Block1,15,Uncued,2,0,NONMATCH,t1,A,control,1,4,4,396
11,1,Block1,16,Uncued,0,0,NONMATCH,0,U,control,1,4,4,677
11,1,Block1,17,Uncued,0,0,NONMATCH,t2,A,2back,0,4,3,508
11,1,Block1,18,Uncued,0,0,NONMATCH,v2,P,4back,1,4,4,634
11,1,Block1,19,Uncued,4,0,NONMATCH,v1,T,control,1,4,4,627
11,1,Block1,20,Uncued,0,0,NONMATCH,0,O,control,1,4,4,540
11,1,Block1,21,Uncued,0,0,NONMATCH,0,B,control,1,4,4,553
11,1,Block1,22,Uncued,0,0,NONMATCH,d1,R,control,1,4,4,772
11,1,Block1,23,Uncued,0,0,NONMATCH,v2,T,4back,1,4,4,808
11,1,Block1,24,Uncued,4,0,NONMATCH,v1,H,control,1,4,4,394
11,1,Block1,25,Uncued,0,0,MATCH,d2,R,3back,0,3,4,521
11,1,Block1,26,Uncued,0,0,NONMATCH,0,W,control,1,4,4,889
11,1,Block1,27,Uncued,0,0,NONMATCH,d1,E,control,1,4,4,471
11,1,Block1,28,Uncued,0,0,NONMATCH,v2,H,4back,1,4,4,487
11,1,Block1,29,Uncued,2,0,NONMATCH,t1,L,control,1,4,4,1048
11,1,Block1,30,Uncued,0,0,MATCH,d2,E,3back,1,3,3,687
11,1,Block1,31,Uncued,0,0,NONMATCH,t2,L,2back,0,4,3,662
11,1,Block1,32,Uncued,0,0,NONMATCH,0,M,control,1,4,4,435
11,1,Block2,1,Uncued,0,0,NONMATCH,d1,B,control,1,4,4,1116
11,1,Block2,2,Uncued,0,0,NONMATCH,0,Z,control,1,4,4,310
11,1,Block2,3,Uncued,2,0,NONMATCH,t1,O,control,1,4,4,488
11,1,Block2,4,Uncued,0,0,MATCH,d2,B,3back,0,3,4,458
11,1,Block2,5,Uncued,0,0,NONMATCH,t2,O,2back,0,4,3,508
11,1,Block2,6,Uncued,2,0,NONMATCH,t1,P,control,1,4,4,574
11,1,Block2,7,Uncued,4,0,NONMATCH,v1,H,control,1,4,4,320
11,1,Block2,8,Uncued,0,0,NONMATCH,t2,P,2back,0,4,3,525
11,1,Block2,9,Uncued,0,0,NONMATCH,0,R,control,1,4,4,283
11,1,Block2,10,Uncued,0,0,NONMATCH,d1,S,control,1,4,4,343
11,1,Block2,11,Uncued,0,0,NONMATCH,v2,H,4back,1,4,4,313
11,1,Block2,12,Uncued,0,0,NONMATCH,0,L,control,1,4,4,387
11,1,Block2,13,Uncued,0,0,MATCH,d2,S,3back,1,3,3,334
11,1,Block2,14,Uncued,0,0,NONMATCH,d1,W,control,1,4,4,272
11,1,Block2,15,Uncued,4,0,NONMATCH,v1,K,control,1,4,4,277
11,1,Block2,16,Uncued,0,0,NONMATCH,0,C,control,1,4,4,139
11,1,Block2,17,Uncued,0,0,MATCH,d2,W,3back,0,3,4,287
11,1,Block2,18,Uncued,4,0,NONMATCH,v1,M,control,1,4,4,289
11,1,Block2,19,Uncued,0,0,NONMATCH,v2,K,4back,0,4,3,464
11,1,Block2,20,Uncued,4,0,NONMATCH,v1,A,control,1,4,4,404
11,1,Block2,21,Uncued,0,0,NONMATCH,0,T,control,1,4,4,187
11,1,Block2,22,Uncued,0,0,NONMATCH,v2,M,4back,1,4,4,268
11,1,Block2,23,Uncued,0,0,NONMATCH,d1,E,control,1,4,4,331
11,1,Block2,24,Uncued,0,0,NONMATCH,v2,A,4back,1,4,4,409
11,1,Block2,25,Uncued,0,0,NONMATCH,0,Y,control,1,4,4,630
11,1,Block2,26,Uncued,0,0,MATCH,d2,E,3back,0,3,4,454
11,1,Block2,27,Uncued,2,0,NONMATCH,t1,G,control,1,4,4,348
11,1,Block2,28,Uncued,0,0,NONMATCH,0,D,control,1,4,4,214
11,1,Block2,29,Uncued,0,0,NONMATCH,t2,G,2back,1,4,4,353
11,1,Block2,30,Uncued,2,0,NONMATCH,t1,U,control,1,4,4,530
11,1,Block2,31,Uncued,0,0,NONMATCH,0,J,control,1,4,4,495
11,1,Block2,32,Uncued,0,0,NONMATCH,t2,U,2back,1,4,4,333
11,1,Block3,1,Cued,4,0,NONMATCH,v1,Z,control,0,4,,0
11,1,Block3,2,Cued,2,0,NONMATCH,t1,C,control,1,4,4,67
11,1,Block3,3,Cued,0,0,NONMATCH,0,U,control,1,4,4,576
11,1,Block3,4,Cued,0,0,NONMATCH,t2,C,2back,0,4,3,433
11,1,Block3,5,Cued,0,0,NONMATCH,v2,Z,4back,1,4,4,892
11,1,Block3,6,Cued,4,0,NONMATCH,v1,H,control,1,4,4,933
11,1,Block3,7,Cued,0,0,NONMATCH,0,W,control,1,4,4,472
11,1,Block3,8,Cued,4,0,NONMATCH,v1,O,control,1,4,4,346
11,1,Block3,9,Cued,0,0,NONMATCH,0,J,control,1,4,4,419
11,1,Block3,10,Cued,0,0,NONMATCH,v2,H,4back,0,4,3,510
11,1,Block3,11,Cued,0,0,NONMATCH,d1,E,control,1,4,4,274
11,1,Block3,12,Cued,0,0,NONMATCH,v2,O,4back,1,4,4,312
11,1,Block3,13,Cued,2,0,NONMATCH,t1,R,control,1,4,4,308
11,1,Block3,14,Cued,0,0,MATCH,d2,E,3back,1,3,3,443
11,1,Block3,15,Cued,0,0,NONMATCH,t2,R,2back,1,4,4,208
11,1,Block3,16,Cued,0,0,NONMATCH,d1,M,control,1,4,4,468
11,1,Block3,17,Cued,0,0,NONMATCH,0,B,control,1,4,4,660
11,1,Block3,18,Cued,2,0,NONMATCH,t1,Y,control,1,4,4,369
11,1,Block3,19,Cued,0,0,MATCH,d2,M,3back,0,3,4,422
11,1,Block3,20,Cued,0,0,NONMATCH,t2,Y,2back,1,4,4,376
11,1,Block3,21,Cued,0,0,NONMATCH,d1,G,control,1,4,4,442
11,1,Block3,22,Cued,0,0,NONMATCH,0,P,control,1,4,4,428
11,1,Block3,23,Cued,2,0,NONMATCH,t1,D,control,1,4,4,435
11,1,Block3,24,Cued,0,0,MATCH,d2,G,3back,0,3,4,496
11,1,Block3,25,Cued,0,0,NONMATCH,t2,D,2back,1,4,4,552
11,1,Block3,26,Cued,4,0,NONMATCH,v1,L,control,1,4,4,680
11,1,Block3,27,Cued,0,0,NONMATCH,0,K,control,1,4,4,283
11,1,Block3,28,Cued,0,0,NONMATCH,0,T,control,1,4,4,234
11,1,Block3,29,Cued,0,0,NONMATCH,d1,S,control,1,4,4,209
11,1,Block3,30,Cued,0,0,NONMATCH,v2,L,4back,1,4,4,212
11,1,Block3,31,Cued,0,0,NONMATCH,0,A,control,1,4,4,258
11,1,Block3,32,Cued,0,0,MATCH,d2,S,3back,1,3,3,341
11,1,Block4,1,Cued,0,0,NONMATCH,d1,G,control,1,4,4,738
11,1,Block4,2,Cued,0,0,NONMATCH,0,L,control,1,4,4,295
11,1,Block4,3,Cued,0,0,NONMATCH,d1,W,control,1,4,4,212
11,1,Block4,4,Cued,0,0,MATCH,d2,G,3back,0,3,4,287
11,1,Block4,5,Cued,0,0,NONMATCH,0,D,control,1,4,4,411
11,1,Block4,6,Cued,0,0,MATCH,d2,W,3back,1,3,3,370
11,1,Block4,7,Cued,0,0,NONMATCH,d1,T,control,1,4,4,338
11,1,Block4,8,Cued,0,0,NONMATCH,0,K,control,1,4,4,250
11,1,Block4,9,Cued,2,0,NONMATCH,t1,C,control,1,4,4,185
11,1,Block4,10,Cued,0,0,MATCH,d2,T,3back,0,3,4,248
11,1,Block4,11,Cued,0,0,NONMATCH,t2,C,2back,1,4,4,492
11,1,Block4,12,Cued,4,0,NONMATCH,v1,P,control,1,4,4,511
11,1,Block4,13,Cued,0,0,NONMATCH,0,R,control,1,4,4,505
11,1,Block4,14,Cued,4,0,NONMATCH,v1,U,control,1,4,4,325
11,1,Block4,15,Cued,0,0,NONMATCH,0,O,control,1,4,4,287
11,1,Block4,16,Cued,0,0,NONMATCH,v2,P,4back,1,4,4,535
11,1,Block4,17,Cued,4,0,NONMATCH,v1,M,control,1,4,4,338
11,1,Block4,18,Cued,0,0,NONMATCH,v2,U,4back,1,4,4,395
11,1,Block4,19,Cued,0,0,NONMATCH,0,H,control,1,4,4,450
11,1,Block4,20,Cued,2,0,NONMATCH,t1,S,control,1,4,4,472
11,1,Block4,21,Cued,0,0,NONMATCH,v2,M,4back,1,4,4,284
11,1,Block4,22,Cued,0,0,NONMATCH,t2,S,2back,1,4,4,357
11,1,Block4,23,Cued,2,0,NONMATCH,t1,Y,control,1,4,4,259
11,1,Block4,24,Cued,0,0,NONMATCH,0,E,control,1,4,4,195
11,1,Block4,25,Cued,0,0,NONMATCH,t2,Y,2back,1,4,4,398
11,1,Block4,26,Cued,2,0,NONMATCH,t1,J,control,1,4,4,293
11,1,Block4,27,Cued,0,0,NONMATCH,d1,A,control,1,4,4,383
11,1,Block4,28,Cued,0,0,NONMATCH,t2,J,2back,1,4,4,353
11,1,Block4,29,Cued,2,0,NONMATCH,t1,Z,control,1,4,4,350
11,1,Block4,30,Cued,0,0,MATCH,d2,A,3back,0,3,4,264
11,1,Block4,31,Cued,0,0,NONMATCH,t2,Z,2back,0,4,3,491
11,1,Block4,32,Cued,0,0,NONMATCH,0,B,control,1,4,4,312
12,1,Block1,1,Uncued,0,0,NONMATCH,0,T,control,1,3,3,555
12,1,Block1,2,Uncued,0,0,NONMATCH,d1,B,control,1,3,3,481
12,1,Block1,3,Uncued,0,0,NONMATCH,0,S,control,1,3,3,495
12,1,Block1,4,Uncued,0,0,NONMATCH,d1,Z,control,1,3,3,497
12,1,Block1,5,Uncued,0,0,MATCH,d2,B,3back,0,4,3,430
12,1,Block1,6,Uncued,0,0,NONMATCH,0,A,control,1,3,3,1227
12,1,Block1,7,Uncued,0,0,MATCH,d2,Z,3back,1,4,4,1000
12,1,Block1,8,Uncued,2,0,NONMATCH,t1,P,control,1,3,3,1053
12,1,Block1,9,Uncued,4,0,NONMATCH,v1,Y,control,1,3,3,887
12,1,Block1,10,Uncued,0,0,NONMATCH,t2,P,2back,0,3,4,804
12,1,Block1,11,Uncued,4,0,NONMATCH,v1,H,control,1,3,3,1016
12,1,Block1,12,Uncued,0,0,NONMATCH,0,U,control,1,3,3,771
12,1,Block1,13,Uncued,0,0,NONMATCH,v2,Y,4back,0,3,,0
12,1,Block1,14,Uncued,4,0,NONMATCH,v1,G,control,1,3,3,76
12,1,Block1,15,Uncued,0,0,NONMATCH,v2,H,4back,0,3,4,1039
12,1,Block1,16,Uncued,0,0,NONMATCH,0,O,control,1,3,3,651
12,1,Block1,17,Uncued,2,0,NONMATCH,t1,C,control,1,3,3,856
12,1,Block1,18,Uncued,0,0,NONMATCH,v2,G,4back,1,3,3,710
12,1,Block1,19,Uncued,0,0,NONMATCH,t2,C,2back,1,3,3,884
12,1,Block1,20,Uncued,2,0,NONMATCH,t1,D,control,1,3,3,575
12,1,Block1,21,Uncued,0,0,NONMATCH,0,J,control,1,3,3,660
12,1,Block1,22,Uncued,0,0,NONMATCH,t2,D,2back,1,3,3,1762
12,1,Block1,23,Uncued,2,0,NONMATCH,t1,M,control,1,3,3,853
12,1,Block1,24,Uncued,4,0,NONMATCH,v1,R,control,1,3,3,895
12,1,Block1,25,Uncued,0,0,NONMATCH,t2,M,2back,1,3,3,848
12,1,Block1,26,Uncued,0,0,NONMATCH,0,E,control,1,3,3,922
12,1,Block1,27,Uncued,0,0,NONMATCH,d1,K,control,1,3,3,729
12,1,Block1,28,Uncued,0,0,NONMATCH,v2,R,4back,0,3,4,990
12,1,Block1,29,Uncued,0,0,NONMATCH,d1,W,control,1,3,3,698
12,1,Block1,30,Uncued,0,0,MATCH,d2,K,3back,0,4,3,1419
12,1,Block1,31,Uncued,0,0,NONMATCH,0,L,control,1,3,3,691
12,1,Block1,32,Uncued,0,0,MATCH,d2,W,3back,0,4,3,890
12,1,Block2,1,Uncued,2,0,NONMATCH,t1,Y,control,1,3,3,743
12,1,Block2,2,Uncued,0,0,NONMATCH,d1,J,control,1,3,3,812
12,1,Block2,3,Uncued,0,0,NONMATCH,t2,Y,2back,0,3,4,770
12,1,Block2,4,Uncued,2,0,NONMATCH,t1,T,control,1,3,3,1510
12,1,Block2,5,Uncued,0,0,MATCH,d2,J,3back,1,4,4,1339
12,1,Block2,6,Uncued,0,0,NONMATCH,t2,T,2back,1,3,3,1443
12,1,Block2,7,Uncued,4,0,NONMATCH,v1,P,control,1,3,3,850
12,1,Block2,8,Uncued,0,0,NONMATCH,0,M,control,1,3,3,687
12,1,Block2,9,Uncued,4,0,NONMATCH,v1,A,control,1,3,3,746
12,1,Block2,10,Uncued,0,0,NONMATCH,0,D,control,1,3,3,746
12,1,Block2,11,Uncued,0,0,NONMATCH,v2,P,4back,1,3,3,796
12,1,Block2,12,Uncued,0,0,NONMATCH,d1,Z,control,1,3,3,773
12,1,Block2,13,Uncued,0,0,NONMATCH,v2,A,4back,0,3,4,2525
12,1,Block2,14,Uncued,4,0,NONMATCH,v1,H,control,1,3,3,763
12,1,Block2,15,Uncued,0,0,MATCH,d2,Z,3back,0,4,3,902
12,1,Block2,16,Uncued,0,0,NONMATCH,0,K,control,1,3,3,1096
12,1,Block2,17,Uncued,2,0,NONMATCH,t1,S,control,1,3,3,947
12,1,Block2,18,Uncued,0,0,NONMATCH,v2,H,4back,1,3,3,914
12,1,Block2,19,Uncued,0,0,NONMATCH,t2,S,2back,0,3,4,964
12,1,Block2,20,Uncued,0,0,NONMATCH,d1,G,control,1,3,3,1581
12,1,Block2,21,Uncued,0,0,NONMATCH,0,L,control,1,3,3,692
12,1,Block2,22,Uncued,0,0,NONMATCH,0,C,control,1,3,3,884
12,1,Block2,23,Uncued,0,0,MATCH,d2,G,3back,1,4,4,844
12,1,Block2,24,Uncued,0,0,NONMATCH,d1,W,control,1,3,3,663
12,1,Block2,25,Uncued,4,0,NONMATCH,v1,O,control,1,3,3,645
12,1,Block2,26,Uncued,0,0,NONMATCH,0,R,control,1,3,3,695
12,1,Block2,27,Uncued,0,0,MATCH,d2,W,3back,1,4,4,841
12,1,Block2,28,Uncued,0,0,NONMATCH,0,B,control,1,3,3,715
12,1,Block2,29,Uncued,0,0,NONMATCH,v2,O,4back,0,3,4,1142
12,1,Block2,30,Uncued,2,0,NONMATCH,t1,E,control,1,3,3,1121
